"ENMO_mean_wb5","ENMO_sd_wb5","dur_wb5","cad_wb5","v1","v2","v3"
106.65,59.51,12.67,77.53,0,1,0.0789265982636148
65.05,28.2,16.67,72,0,0.979604079184163,0.122473974280465
80.04,40.81,39.17,71.13,0,0.948940515700791,0.0807102502017756
85.12,35.95,29.5,74.78,0,0.949152542372881,0.142857142857143
128.58,46.67,10.83,69.05,0,0.87719298245614,0.210526315789474
100.48,49.29,23.83,81.52,0,1,0.0419639110365086
85.74,51.9,32.5,65.75,0,0.810153846153846,0.189897455374098
87.95,62.69,38.17,57.83,0.00209588682211161,0.80770238407126,0.0648718780408693
115.85,73.81,13.5,60.3,0,0.802222222222222,0.184672206832872
113.65,59.38,10.5,69.52,0,0.857142857142857,0.222222222222222
65.62,32.37,14,54.36,0,0.773571428571429,0.277008310249307
112.37,58.62,18.67,75.7,0,0.946438136047134,0.169779286926995
82.92,40.14,28.17,71.4,0,0.922967696130635,0.115384615384615
82.61,46.39,29.83,72.57,0,0.988937311431445,0.0677966101694915
89.42,47.25,31.67,72.19,0,0.815598358067572,0.116144018583043
99.46,50.2,12.5,68.64,0,0.8936,0.17905102954342
85.04,40.5,29,73.28,0,0.954137931034483,0.108420672208168
85.74,47.58,32.33,72.87,0,0.974327250231983,0.0952380952380952
85.99,53.16,22.17,63.47,0,0.92467298150654,0.0975609756097561
93.67,49.59,25,75.72,0,0.9868,0.0810701256586948
111.91,59.97,13.83,75.11,0,1,0.0723065798987708
64.34,34.36,14.67,71.32,0,0.903203817314247,0.150943396226415
60.97,28.64,14.33,55.88,0,0.825540823447313,0.253592561284869
95.62,27.53,10.5,98.86,0,1,0.0952380952380952
76.09,25.68,15.17,87.5,0,1,0.0659195781147001
48.78,32.76,13,53.23,0,0.813846153846154,0.189035916824197
74.87,54.87,12.42,61.8,0,0.845410628019324,0.19047619047619
82.61,39.91,86.25,77.81,0,0.825159420289855,0.0843051847688633
105.13,32.75,28.42,95.81,0,1,0.0351864883884588
76.46,77.62,11.75,54.32,0.014468085106383,0.836595744680851,0.203458799593082
52.65,30.94,13.92,53.91,0,0.874281609195402,0.164338537387017
90.37,37.17,10.58,86.5,0,1,0.0945179584120983
79.23,37.59,13.75,75.26,0,0.945454545454545,0.153846153846154
75.33,22.58,16.33,96.37,0,1,0.0612369871402327
87.27,48.49,29.5,74.17,0,0.85864406779661,0.118436636399526
58.51,33.37,20.75,76.14,0,0.855421686746988,0.112676056338028
70.04,36.47,43.83,74.78,0,0.808122290668492,0.112930547713156
143.1,70.09,13.17,87.27,0.00607441154138193,0.949126803340926,0.16
103.95,41.76,11,74.36,0,0.954545454545455,0.19047619047619
143.08,47.97,20.5,105.37,0,0.959512195121951,0.101677681748856
95.24,49.34,10.5,88.67,0,1,0.0952380952380952
69.19,24.84,12,85.17,0,1,0.0833333333333333
70.5,52.6,44.5,67.6,0.00179775280898876,0.779101123595506,0.201903663109316
65.12,26.78,18.83,90.21,0,1,0.0531067445565587
75.66,72.99,20.33,63.25,0.0206591244466306,0.848499754058042,0.231884057971014
81.4,45.09,26,77.69,0,0.826923076923077,0.186046511627907
144.03,99.4,18.17,88.73,0.00935608145294441,0.85305448541552,0.193548387096774
98.96,95.66,37.33,67.85,0.0200910795606751,0.72113581569783,0.185735512630015
68.83,46.5,40.83,67.49,0,0.824638746020083,0.0891000891000891
103.13,52.92,25.67,83.3,0,0.889365017530191,0.17520805957074
108.98,27.02,28.5,93.19,0,0.988421052631579,0.070997515086972
171.28,41.65,10.5,112.67,0,1,0.0952380952380952
125,49.56,11,99.46,0,1,0.0909090909090909
82.05,42.66,15.67,79.85,0,0.8085513720485,0.15785319652723
115.52,52.95,21.83,99.34,0,0.893266147503436,0.102564102564103
51.72,21.38,11.42,81.56,0,1,0.0875656742556918
45.6,21.77,15.08,67.06,0,0.961538461538462,0.137931034482759
103.52,61.59,63.17,73.79,0,0.778375811302834,0.101688021151108
147.76,81.57,18.17,84.22,0,0.908090258668134,0.121212121212121
96.82,42.74,10,91.1,0,0.958,0.208768267223382
113.74,64.12,10,85.2,0,0.825,0.242424242424242
84.57,51.62,10.33,85.26,0,1,0.0968054211035818
83.17,60.15,11.5,79.91,0,1,0.0869565217391304
65.57,36.7,19.42,78.16,0,1,0.0514933058702369
149.67,60.48,10.83,99.42,0,1,0.0923361034164358
85.47,54.23,14.17,65.29,0,0.858856739590685,0.246507806080526
55.1,27.94,33,59.67,0,0.762727272727273,0.119189511323004
151.37,96.22,96.17,82.2,0.00259956327337007,0.800665488197983,0.025974025974026
167.53,86.26,60.83,96.9,0.00953476902843991,0.964491204997534,0.0340889722174876
137.55,86.26,76.5,81.99,0.00222222222222222,0.786535947712418,0.0664783114508891
82.66,40.08,132.83,73.39,0,0.809907400436648,0.092954080684142
101.92,76.48,22.83,71.34,0,0.9053876478318,0.145137880986938
222.99,98.7,22.83,102.26,0.00744634253175646,0.985545335085414,0.0888888888888889
119.21,69.53,76.17,77.19,0,0.827097282394644,0.0634920634920635
107.88,109.2,15.08,64.31,0.0218832891246684,0.856763925729443,0.232198142414861
53.38,33.26,79.92,46.26,0,0.653778778778779,0.133971291866029
58.8,41.51,16.25,51.26,0,0.902769230769231,0.27266530334015
84.61,39.88,27.75,76.83,0,0.984864864864865,0.0731796560556165
299.12,162.25,12.75,99.61,0.307450980392157,0.967058823529412,0.16220600162206
97.57,41.12,15.92,82.3,0,1,0.0628140703517588
36.91,26.83,87.42,47.35,0,0.749256463051933,0.122137404580153
306.15,116.48,38.42,107.66,0.123633524206143,1,0.0260281103591879
65.88,27.34,15.25,69.11,0,0.972459016393443,0.134861766689144
154.89,62.05,49.92,96.4,0,0.974959935897436,0.0410930758167249
194.35,133.85,152.08,87.43,0.0761441346659653,0.854813256180957,0.0461538461538462
64.71,32.37,32.92,66.96,0,0.875759416767922,0.0693721817551162
182.78,134.42,245.58,77.38,0.0451176805928822,0.734668946982653,0.0387983593836604
116.18,50.32,37.33,92.14,0,0.8660594695955,0.092793071450665
93.01,33.94,47.83,97.07,0,0.930378423583525,0.0674157303370786
63.54,24.63,13.83,83.78,0,0.963846710050615,0.150037509377344
85.47,45.98,26.25,84.53,0,0.828571428571429,0.0919540229885057
40.36,20.89,10.08,40.29,0,1,0.0992063492063492
4.89,1.45,40.25,77.94,0,0.892422360248447,0.0835189309576837
8.26,14.4,15.25,56.66,0,1,0.0655737704918033
3.56,11.03,22.42,91.58,0,0.966547725245317,0.0922934933087217
15.36,25.82,18.25,97.86,0,1,0.0547945205479452
21.41,20.57,23.92,51.09,0,0.905936454849498,0.184586986617443
34.33,19.33,17.92,61.84,0,0.958147321428571,0.11648223645894
36.48,26.44,18.25,98.85,0,1,0.0547945205479452
32.75,15.89,29.58,81.06,0,0.859364435429344,0.11801730920535
16.65,13.62,19.42,54.44,0,0.849639546858908,0.121212121212121
32.22,34.6,10.75,63.26,0,1,0.0930232558139535
33.65,27.88,21.58,106.38,0,1,0.046339202965709
9.38,15.48,22.08,97.18,0,1,0.0452898550724638
38.21,36.19,18.08,99.26,0,1,0.0553097345132743
34.53,25.81,24.08,89.9,0,1,0.0415282392026578
2.02,2.42,15.25,62.82,0,0.961967213114754,0.136332651670075
21.15,19.45,15.75,49.59,0,0.83047619047619,0.229357798165138
2.49,0.29,12.08,57.52,0,0.896523178807947,0.184672206832872
109.46,71.27,19.33,109.03,0,1,0.0517330574236937
93.41,20.9,20.5,116.44,0,1,0.0487804878048781
79,22.91,11.08,107.82,0,1,0.0902527075812274
84,20.73,12.08,112.55,0,1,0.0827814569536424
58.1,20.91,16.58,89.55,0,1,0.060313630880579
34.52,22.62,10.25,48.49,0,0.959024390243902,0.203458799593082
24.47,23.22,13,55.08,0,0.942307692307692,0.244897959183673
26.88,31.88,17,64.12,0,0.921764705882353,0.1914486279515
4.41,0.35,13.33,94.92,0,1,0.0750187546886722
102.42,67.95,32.17,80.08,0,0.875660553310538,0.070997515086972
64.9,46.96,34.25,72.58,0,0.89051094890511,0.0655737704918033
80.78,63.19,24.5,81.55,0,1,0.0408163265306122
57.72,19.9,10.92,74.75,0,0.945970695970696,0.193610842207164
194.24,122.35,10.92,69.8,0.0302197802197802,0.808608058608059,0.226500566251416
80.91,26.49,15.92,103.73,0,0.973618090452261,0.129032258064516
49.96,23.83,40.17,65.33,0,0.759273089370177,0.163934426229508
57.42,24.03,26.5,68.83,0,0.905660377358491,0.125
105.6,55.16,79.58,79.01,0,0.81151042975622,0.0929080210591514
88.24,45.81,91.67,78.42,0,0.799934547834624,0.0954588844947498
95.21,49.18,94.17,77.15,0,0.785812891579059,0.135135135135135
130.24,74.25,78.67,84.39,0.00419473751112241,0.83475276471336,0.137048880767474
102.07,68.75,86.17,71.04,0.00290124173146107,0.750493211094348,0.108241843203959
115.91,63.46,76.17,77.91,0,0.831429696730996,0.0631612190115269
5.35,11.76,41.17,63.08,0,0.825844061209619,0.117647058823529
48.34,25.55,33.17,55.81,0,0.813988543864938,0.185185185185185
50.47,40.9,29,63.38,0,0.859310344827586,0.120385232744783
62.78,30.53,12.67,76.26,0,1,0.0789265982636148
62.2,35.9,10.33,48,0,0.839303000968054,0.230680507497116
60.98,36.79,10.83,68.4,0,0.923361034164358,0.2
8.39,9.57,10.83,67.02,0,0.923361034164358,0.2
29.3,24.61,10,64.2,0,0.85,0.235294117647059
60.62,50.24,17.67,59.89,0,0.839275608375778,0.202292650033715
76.33,47.32,17.25,51.77,0,0.772753623188406,0.225056264066017
155.65,80.47,23.92,76.98,0.00334448160535117,0.951086956521739,0.131868131868132
126.57,64.45,11.25,69.78,0,0.815111111111111,0.218102508178844
178.15,45.43,11.58,69.24,0,1,0.0863557858376511
88.21,41.3,12.25,83.51,0,1,0.0816326530612245
142.89,85.97,28.25,79.5,0,0.935221238938053,0.113550340651022
97.03,37.36,13.25,91.77,0,0.930566037735849,0.16220600162206
67.6,16.61,14.42,91.56,0,1,0.0693481276005548
88.76,29.94,14.08,82.01,0,1,0.0710227272727273
84.1,24.88,12.42,91.89,0,1,0.0805152979066023
90.84,37.96,13.58,90.55,0,0.957290132547865,0.153846153846154
82.64,29.72,13.08,89.81,0,1,0.0764525993883792
126.48,53.13,19.08,84.89,0,0.969601677148847,0.108108108108108
158.12,61.49,13.42,83.34,0,1,0.0745156482861401
164.36,79.72,24.33,79.97,0,0.876695437731196,0.140646976090014
176.44,86.16,19.33,75.36,0,0.870667356440766,0.11883541295306
73.21,20.01,10.83,96.09,0,1,0.0923361034164358
221.74,54.08,11.33,82.85,0,1,0.088261253309797
146.41,56.45,12.67,88.26,0,0.973164956590371,0.16220600162206
87.5,19.24,11.67,101.74,0,1,0.0856898029134533
170.33,80.35,21.83,74.75,0,0.824553366926248,0.166666666666667
201.16,74.1,16.83,84.12,0,1,0.05941770647653
189.74,51.11,12.5,88.4,0,1,0.08
171.94,46.57,16,96.5,0,1,0.0625
134.87,70.05,25,81.16,0,0.82,0.146341463414634
96.91,28.36,22.83,98.93,0,1,0.0438020148926851
82.76,33.02,35.67,86.89,0,0.876086347070367,0.096
88.23,30.51,10.25,98.15,0,1,0.0975609756097561
139.79,50.51,43.5,101.13,0,0.919540229885057,0.05
104.64,35.86,59.17,97.28,0,0.970424201453439,0.0522466039707419
131.15,49.43,119,95.9,0,0.903361344537815,0.0465116279069767
90.75,42.89,81,85.73,0,0.882716049382716,0.041958041958042
146.65,47.77,35.33,108.74,0,1,0.0283045570336824
90.26,31.01,16,95.19,0,0.97375,0.128369704749679
85.1,30.24,13,90.15,0,0.961538461538462,0.16
50.61,20.85,11.75,70.14,0,0.964255319148936,0.176522506619594
100.63,21.63,10.83,107.91,0,1,0.0923361034164358
71.77,26.81,18.17,91.16,0,0.935608145294441,0.176470588235294
101.23,24.55,14.83,113.39,0,1,0.0674308833445718
101.71,62.59,109.33,81.36,0,0.813317479191439,0.0899685110211426
63.22,24.24,11.5,85.83,0,1,0.0869565217391304
96.82,51.19,71.33,79.92,0,0.750035048366746,0.11214953271028
106.99,32.68,15.67,105.38,0,0.936183790682833,0.136332651670075
65.32,28.94,15.33,71.15,0,0.836921069797782,0.155884645362432
82.27,42.94,74.67,78.43,0,0.780099102718629,0.0686695278969957
91.46,38.59,10.25,93.46,0,0.951219512195122,0.205128205128205
98.16,22.39,13.17,95.71,0,1,0.0759301442672741
76.33,36.54,23.92,69.93,0,0.808110367892976,0.103466114847387
81.75,27.56,16.92,90.51,0,0.965130023640662,0.122473974280465
69.07,25.37,11.42,92.1,0,0.963222416812609,0.181818181818182
71.91,34.47,10.08,59.94,0,0.875992063492063,0.226500566251416
92.41,43.21,17.92,81.53,0,0.958147321428571,0.11648223645894
97.4,30.5,10.75,107.27,0,1,0.0930232558139535
75.64,29.3,33.25,78.6,0,0.849624060150376,0.176991150442478
84.95,43.48,175.25,74.41,0,0.752239657631954,0.0606842145186983
89.31,71.28,13.58,60.2,0.0125184094256259,0.810014727540501,0.181818181818182
75.28,25.81,12.08,89.97,0,1,0.0827814569536424
92.47,38.28,15.08,92.06,0,0.928381962864722,0.142857142857143
91.05,19.23,13.25,110.82,0,1,0.0754716981132075
120.7,30.1,18.17,104.51,0,1,0.0550357732526142
83.07,32.15,19.33,97.4,0,0.957061562338334,0.108108108108108
52.1,25.72,45.83,55.02,0,0.759982544185032,0.114843525696239
85.51,20.75,10.33,97.16,0,1,0.0968054211035818
95.93,28.91,11,97.46,0,1,0.0909090909090909
79.16,45.66,33.33,64.11,0,0.695169516951695,0.215796288303841
152.4,42.79,16.67,103.92,0,1,0.0599880023995201
94.27,20.14,13.17,105.04,0,1,0.0759301442672741
107.97,29.3,11.5,110.61,0,1,0.0869565217391304
108.8,51.9,16.25,94.03,0,0.846153846153846,0.145454545454545
138.31,127.06,26.33,84.04,0.0220281048233954,0.823015571591341,0.138440239963083
62.65,29.5,17.17,76.25,0,1,0.05824111822947
143.28,52.2,14.67,89.39,0,0.954328561690525,0.142857142857143
70.23,39.05,51.42,74.12,0,0.815246985608713,0.0954198473282443
79.18,26.37,10.67,95.44,0,0.968134957825679,0.193610842207164
72.94,47.9,164.5,65.93,0,0.649422492401216,0.0748853318356267
106.32,34.43,12.92,100.1,0,1,0.0773993808049536
90.03,101.47,10.67,79.78,0.0393626991565136,1,0.0937207122774133
113.64,38.4,114.5,102.59,0.000698689956331878,0.984017467248908,0.0355019082275672
71.78,32.35,17.17,74.56,0,0.839836924868957,0.13869625520111
79.74,35.39,68.5,82.17,0,0.813868613138686,0.0896860986547085
192.18,87.94,12.25,108.25,0.0204081632653061,0.965714285714286,0.169061707523246
168.86,64.91,19.75,108.86,0,1,0.0506329113924051
186,78.11,35.42,104.05,0.0093167701863354,0.919819311123659,0.0920810313075506
161.91,73.78,34.42,98.41,0.00493898895990703,0.902963393375944,0.0965250965250965
114.52,54.83,24.75,84.61,0,0.801212121212121,0.100857286938981
116.61,60.03,35.75,95.11,0,0.839160839160839,0.133333333333333
220.75,88.65,18.08,106.01,0,0.839048672566372,0.1318391562294
253.36,64.43,34,114.03,0,1,0.0294117647058824
18.35,27.88,37.5,95.44,0,0.8488,0.125667609173735
8.24,9.51,47.17,105.39,0,0.968200127199491,0.0437924239106635
217.27,57.72,12,106.5,0,1,0.0833333333333333
7.64,8.73,11.33,81.97,0,0.970873786407767,0.181818181818182
70.13,43.64,16.5,56.97,0,0.934545454545455,0.194552529182879
29.75,47.97,52,107.77,0.00326923076923077,0.990384615384615,0.0388349514563107
35.12,47.89,13,113.77,0,1,0.0769230769230769
37.58,53.72,27.83,101.96,0,1,0.0359324469996407
98.79,83.73,10,82.5,0,1,0.1
11.97,11.64,29.5,102.81,0,0.954915254237288,0.070997515086972
18.26,28.16,31.17,104.79,0,0.919794674366378,0.069759330310429
30.48,39.57,28.67,106.08,0.00279037321241716,0.965120334844786,0.108420672208168
71.74,26.22,25.17,72.95,0,0.946762018275725,0.125891733109526
57.02,20.99,21.17,70.25,0,0.960321209258384,0.0983767830791933
57.3,13.26,19.83,80.72,0,1,0.0504286434694907
91.13,31.19,13,90.15,0,0.974615384615385,0.15785319652723
168.14,58.26,14.92,106.82,0,1,0.0670241286863271
155.51,54.1,54.58,103.32,0,0.952729937706119,0.0384615384615385
138.85,68.56,23.75,85.58,0,0.834947368421053,0.100857286938981
133.98,69.92,56.08,85.26,0,0.769793152639087,0.0926569376882094
175.7,41.68,23.25,111.15,0,1,0.043010752688172
94.9,28.46,10.08,92.88,0,1,0.0992063492063492
85.92,23.16,13.08,103.62,0,1,0.0764525993883792
172.39,49.61,15.08,106.97,0,1,0.0663129973474801
137.41,40.49,11.33,101.84,0,1,0.088261253309797
102.12,41.29,12.58,89.21,0,0.967408585055644,0.164338537387017
138.68,62.27,47.08,94.87,0,0.893797790994053,0.0712927756653992
130.02,58.78,21.42,90.56,0,0.933706816059757,0.1
73.42,25.17,16.58,93.68,0,1,0.060313630880579
83.22,26.59,14.42,95.71,0,1,0.0693481276005548
133.52,60.14,43.75,92.37,0,0.855314285714286,0.0801710315339391
128.35,32.75,16.92,105.54,0,1,0.0591016548463357
152.79,39.47,50.75,109.37,0,0.973793103448276,0.0607041683528936
145.79,45.55,46.25,108.42,0.00172972972972973,0.987459459459459,0.0437924239106635
78.39,26.91,13.58,95.25,0,1,0.0736377025036819
136.35,46.22,31.92,105.42,0,1,0.031328320802005
134.2,61.24,68.58,95.52,0,0.881014873140857,0.0827540549486925
9.49,10.88,13.75,90.58,0,0.890909090909091,0.163265306122449
37.35,41.56,51.92,96.08,0,0.845916795069337,0.0910746812386157
13.52,15.2,23.08,101.16,0,0.956672443674177,0.0905797101449275
16.97,28.43,51.83,95.67,0,0.885973374493537,0.0653310104529617
14.62,18.18,28.25,94.87,0,0.911504424778761,0.0776699029126214
41.5,46.57,69.58,95.18,0,0.89709686691578,0.0640820249919897
74.76,55.2,11,56.27,0,0.825454545454545,0.220264317180617
34.5,41.33,66.08,92.65,0,0.885290556900726,0.0683760683760684
26.22,24.2,15.33,102.65,0,1,0.0652315720808871
15.26,14.62,17.67,98.72,0,1,0.0565930956423316
10.37,10.3,23.67,101.49,0,0.985635825940008,0.085726532361766
38.76,31.81,60.42,100.54,0,0.959947037404833,0.0517241379310345
10.48,11.71,40.08,68.02,0,0.765219560878244,0.13042060645582
25.76,36.58,63.5,98.5,0,0.898897637795276,0.0700770847932726
37.24,23.58,11.08,52.52,0,0.962996389891697,0.187441424554827
